"id","title","summary"
"noticias-39230931","Síndrome de enclaustramiento: Juan Torres, el joven que vivió dos meses encerrado en su propio cuerpo y pudo salir para contarlo","""Recuerdo haber ido a una fiesta y después recuerdo llegar a casa"". Pero Juan Torres no recuerda qué pasó después, la noche en que su vida cambió para siempre."
"noticias-america-latina-38290436","La Unión Europea y Cuba sellan el acuerdo para acabar con la ""posición común"" y normalizar sus relaciones","La Unión Europea terminó este lunes con el veto institucional que ha aplicado durante 20 años a Cuba."
"150920_libro_llorente_tutor_fidel_bm","Visita del Papa a Cuba: ¿por qué Francisco le regaló a Fidel Castro un libro de Armando Llorente?","Armando Llorente fue el jesuita que en 2007 ""quiso absolver"" a Fidel Castro. Más de 60 años antes, había sido tutor de colegio del líder cubano."
"noticias-52815468","Lanzamiento de SpaceX y la NASA: 3 gráficos que explican la histórica misión rumbo a la Estación Espacial Internacional","SpaceX y la NASA realizaron con éxito el histórico lanzamiento de la cápsula Crew Dragon hacia la Estación Espacial Internacional (EEI)."
"vert-fut-37629176","Los secretos que cuentan los miles de esqueletos almacenados bajo el Museo de Londres","La mayoría de los visitantes del Museo de Londres no se imaginan que más allá de las exhibiciones de armas medievales o carruajes de la época victoriana, el lugar esconde una colección muy peculiar que algunos encontrarían escalofriante."
"130131_caminadoras_escritorios_practicas_en","¡A caminar en el escritorio de trabajo!","¿Caminar mientras trabajamos podría ayudar a aumentar nuestra probabilidad de vivir hasta una edad avanzada? Eso espero. Mientras escribo, estoy andando en una caminadora-escritorio a 1,6 kilómetros por hora."
"noticias-internacional-49763202","Justin Trudeau: cómo el primer ministro de Canadá pasó de ser ""la esperanza joven"" de la política a perder su popularidad en cuestión de meses","Hasta hace poco más de un año, era ""la esperanza joven"" de la política mundial."
"deportes-37442028","Claves para aumentar tu resistencia al hacer ejercicio","Subir el Everest, nadar el canal de la Mancha o correr maratones son algunos de los desafíos que tu cuerpo puede aguantar, siempre y cuando te propongas hacerlos."
"noticias-america-latina-39413935","""Me esterilizaron en contra de mi voluntad"": las amargas historias de las víctimas de las esterilizaciones forzadas en el Perú de Alberto Fujimori","Después de una cesárea de emergencia, Victoria Vigo escuchó a un doctor decir que había sido esterilizada."
"141112_bancos_divisas_multas_am","Cómo manipularon los bancos la tasa de cambio para enriquecerse","Los supervisores financieros de Estados Unidos, Reino Unido y Suiza sancionaron a cinco bancos, Citibank, HSBC, JPMorgan, RBS, y UBS, con multas por un total de US$3.400 millones por manipular el mercado de divisas."
"noticias-46539707","Instagram: los nuevos filtros de contenido contra la anorexia y la bulimia que la red social creó a raíz de una investigación de la BBC","Muchas personas con anorexia o bulimia a menudo usan Instagram para compartir experiencias y ""fórmulas"" para adelgazar, usando hashtags (etiquetas) para hacer más accesible el contenido."
"noticias-internacional-56859135","La desesperada búsqueda de un submarino con 53 tripulantes a los que les quedaban pocas horas de oxígeno","En Indonesia trabajan contra reloj para rescatar a 53 tripulantes de un submarino de la fuerza naval desaparecido, mientras crecen los temores de que se les haya acabado el oxígeno."
"noticias-48955743","""Buenos Aires será como Sídney y Londres como Barcelona"": el mapa que estima el impacto del cambio climático en más de 500 ciudades en el mundo","En el año 2050 la ciudad mexicana de Guadalajara tendrá un clima similar al que tiene actualmente Lahore, en Pakistán, y Los Ángeles, en Estados Unidos, tendrá temperaturas semejantes a las de Hargeisa, en Somalia."
"noticias-internacional-46132697","Donald Trump vs. Jim Acosta: la tensa discusión entre Trump y un periodista de CNN tras la que la Casa Blanca suspendió la credencial al reportero","""CNN debería avergonzarse de que trabajes para ellos. Eres una persona terriblemente grosera. No deberías estar trabajando para CNN (…) cuando ustedes divulgan noticias falsas, algo que CNN hace bastante, ustedes son los enemigos del pueblo""."
"noticias-38208645","La increíble historia del hombre que pasó de dormir en baños públicos a ser un inversionista multimillonario","En los días cuando Chris Gardner y su pequeño hijo dormían en un piso de un baño público, jamás se pudo imaginar que la historia de su vida se convertiría en una taquillera película de Hollywood."
"noticias-internacional-39862516","Qué es la ""Política del Sol"" de la que es partidario el nuevo presidente de Corea del Sur, Moon Jae-in, y cómo podría cambiar las relaciones con Corea del Norte","La victoria de Moon Jae-in en las elecciones de este martes en Corea del Sur augura un cambio en la política de este país hacia Corea del Norte."
"141215_salud_seul_cirugia_plastica_corea_il","Las mujeres que se arrepintieron de operarse en una de las capitales de la cirugía estética","En Seúl, en casi todos los lugares hay anuncios que instan a la gente a cambiar su físico a través de la cirugía plástica."
"150107_vert_tou_cultura_ciudades_verdes_lv","Cómo es vivir en las 5 ciudades más verdes del planeta","Los esfuerzos medioambientales de una ciudad, desde implantar carriles para las bicicletas hasta favorecer los mercados de agricultores locales o lograr tener el aire limpio, no sólo son una ayuda para el planeta sino también para los vecinos."
"130730_ultnot_internacional_veredicto_bradley_manning_tsb","Bradley Manning es declarado culpable de 20 cargos, pero no de ayudar al enemigo","Tras siete semanas de juicio y más de tres años desde su arresto, el soldado Bradley Manning recibió este martes su veredicto: culpable de 20 cargos, pero no del más importante de todos, el de ayudar al enemigo."
"noticias-56247281","Los 10 trabajos con más demanda en las mayores economías de América Latina, según LinkedIn","Pese a la crisis, no todas son malas noticias."
"noticias-internacional-42207370","EE.UU.: Senado aprueba la ""reducción de impuestos más grande en los últimos 30 años"" que propuso Donald Trump","El Senado de EE.UU. aprobó en la madrugada de este sábado la reforma fiscal propuesta por el presidente Donald Trump, lo que es considerada la primera victoria legislativa del mandatario republicano."
"noticias-internacional-43943973","La caravana de refugiados de Centroamérica queda en un limbo legal en la frontera entre México y Estados Unidos","La caravana de migrantes que salió de Centroamérica a mediados de marzo llegó este domingo a la frontera entre México y Estados Unidos, donde algunos de sus integrantes intentarán obtener asilo en el país del norte."
"141014_salud_ebola_celulares_datos_contencion_ao","Cómo los celulares pueden ser el peor enemigo del ébola","¿Podría detenerse el brote de ébola con análisis de inmensas cantidades de datos?"
"140811_venezuela_colombia_frontera_cierre_contrabanado_dp","¿Puede el cierre de la frontera colombo-venezolana acabar con el contrabando?","Una de las fronteras más complicadas de América Latina estará parcialmente cerrada por un mes, y no queda claro si esto hará las cosas más sencillas."
"noticias-46835497","Kevin Fret: matan al rapero gay de 24 años de varios disparos en Puerto Rico","El rapero y activista por los derechos de la comunidad LGBT Kevin Fret fue asesinado a tiros en Puerto Rico este jueves, confirmó la policía puertorriqueña y su representante."
"noticias-america-latina-37227135","""La toma de Caracas"": lo que se juega la oposición de Venezuela en la marcha de este 1 septiembre por el revocatorio","No es una protesta más o al menos eso es lo que desea la oposición en Venezuela para la marcha de este jueves."
"150126_ciencia_eeuu_ovnis_libro_azul_ng","Los secretos sobre los ovnis del misterioso Proyecto Libro Azul de EE.UU.","El historiador aficionado John Greenewald ha invertido cerca de dos décadas solicitándole al gobierno de Estados Unidos información desclasificada sobre los objetos voladores no identificados, mejor conocidos como ovnis."
"noticias-41019707","¿Qué está matando a los leones marinos en las costas de California?","Decenas de leones marinos han aparecido enfermos, algunos moribundos, en las playas de California central en los últimos dos meses."
"noticias-46475391","Huawei: por qué Estados Unidos considera al gigante tecnológico chino una amenaza a la seguridad nacional","El arresto en Canadá de Meng Wanzhou, hija del fundador del gigante de las telecomunicaciones chino Huawei y directora financiera de la compañía, desató una tormenta política entre Washington y Pekín."
"deportes-36760077","Andy Murray aguanta un bombardeo de más de 230 kilómetros por hora y se corona en Wimbledon","El británico Andy Murray se convirtió por segunda vez en campeón del torneo masculino de Wimbledon al lograr imponerse al canadiense Milos Raonic por 6-4, 7-6 (7/3) y 7-6 (7/2)."
"noticias-41156989","Por qué en Los Ángeles están pintando de gris claro el asfalto de las calles","Los ventiladores de techo y aparatos de aire acondicionado apenas consiguieron aliviar los efectos de la sofocante ola de calor que hace unos días azotó el sur de California."
"noticias-37131977","7 consejos fáciles para que tu auto gaste menos combustible","¿Te has preguntado alguna vez cómo puedes hacer para gastar menos en combustible?"
"160504_fiscalia_brasil_supremo_rousseff_ac","Fiscalía de Brasil pide al Supremo investigar a la presidenta Dilma Rousseff","La presidenta brasileña, Dilma Rousseff, enfrenta un pedido de la fiscalía al Supremo para investigarla por presunta obstrucción de la causa de sobornos en la petrolera estatal Petrobras, informan varios medios locales."
"150119_ultnot_cristina_fernandez_dudas_muerte_nisman_lav","Cristina Fernández plantea ""dudas"" sobre denuncia del fiscal Nisman","La presidenta de Argentina, Cristina Fernández, publicó este lunes en su página de la red social Facebook un artículo en el que plantea dudas sobre las denuncias del fiscal Alberto Nisman, fallecido la víspera."
"noticias-53273716","Los créditos ocultos de China a los países en desarrollo y su creciente poder como el ""gran prestamista"" del mundo","""La mitad del dinero que China le presta a los países en desarrollo corresponde a créditos ocultos"", le dice a BBC Mundo Christoph Trebesch, economista del Kiel Institute for the World Economy en Alemania."
"140422_ultnot_lider_tartaro_prohibicion_crimea_mxa","Rusia prohíbe volver a Crimea a líder tártaro","La asamblea tártara de Crimea informó este miércoles que Rusia prohibió a su líder regresar al territorio anexionado en cinco años."
"deportes-44765271","Mundial de Rusia 2018: Roberto Martínez, el entrenador descartado por la Liga Premier que transformó a Bélgica en la gran sensación de la Copa del Mundo","Menos de dos años después de haber sido despedido como técnico del Everton en la Liga Premier inglesa, el español Roberto Martínez dirigirá a Bélgica en la semifinal de un Mundial de fútbol."
"150630_economia_grecia_no_pago_ojo_no_publicar_fmi","Grecia incumple pago al Fondo Monetario Internacional","Este martes, Grecia incumplió el plazo para efectuar un pago de cerca de US$1.700 millones al Fondo Monetario Internacional (FMI)."
"noticias-50005621","""Cómo mi hijo pasó de jugar online a ser un ludópata que lo perdió todo""","A menudo es la lucha diaria de los padres: lograr que sus hijos dejen de jugar videojuegos en línea."
"151209_paris_ataques_bataclan_sospechoso_men","Identifican al tercer atacante que se suicidó en el Bataclan en París","La policía francesa identificó al tercer atacante que se suicidó en el auditorio del Bataclan durante los ataques en París el 13 de noviembre."
"noticias-39369059","El chicle que llevó a la policía británica a mandar a la cárcel a un asesino 35 años después","Un chicle masticado, esa fue la clave para resolver un asesinato que ocurrió hace más de 35 años en Inglaterra."
"noticias-44124632","Los datos de Facebook que revelan por primera vez la dimensión de los abusos en la red social","Por primera vez, y bajo fuerte presión, Facebook reveló datos internos sobre la dimensión y naturaleza de los abusos que ocurren en la red social."
"140101_ultnot_schumacher_am","Schumacher ""pasó la noche estable""","El excampeón de Fórmula 1 Michael Schumacher ""ha pasado la noche del martes estable"" y sigue en esa condición, dijo este miércoles su manager, Sabine Kehm."
"noticias-internacional-41143051","Las detonaciones nucleares más potentes de la historia","La aparente bomba de hidrógeno que se cree fue detonada de forma subterránea por Corea del Norte este domingo fue una explosión masiva."
"noticias-44643020","Resuelven el misterio de Oumuamua, el primer visitante interestelar","El extraño objeto interestelar que pasó por nuestro Sistema Solar en 2017 sigue sorprendiendo a los científicos."
"noticias-41019296","¿Dolor de cabeza? ¿puntos en la vista? Cómo saber si el eclipse solar dañó tu visión de forma permanente","El eclipse terminó. Hiciste tus fotos, las colgaste en tus redes sociales e incluso, miraste directamente al sol, justo lo que los médicos te habían recomendado que no hicieras."
"150219_ulnot_grecia_rescate_deuda_amv","Grecia pide extensión de seis meses en programa de créditos","El gobierno de Grecia ha hecho este jueves una petición formal de extensión por seis meses del programa de créditos."
"noticias-america-latina-44962277","Venezuela: Nicolás Maduro anuncia que le quitará 5 ceros al bolívar en medio de una galopante inflación que el FMI prevé que llegue al 1.000.000% este año","La anunciada reconversión monetaria en Venezuela llegará, por lo menos, dos semanas más tarde de la última fecha prevista."
"noticias-internacional-48396251","La primera ministra de Reino Unido Theresa May anuncia que dimitirá como líder del Partido Conservador el próximo 7 de junio y abandonará su cargo","La primera ministra británica, Theresa May, anunció este viernes que dimitirá como líder del Partido Conservador el próximo viernes 7 de junio."
"noticias-internacional-46233842","Incendios en California: la cifra de desaparecidos supera los 1.000","El número de desaparecidos en California a causa de los incendios ya llega a los 1.011, según informaron este viernes las autoridades locales."
"150629_economia_que_es_control_capitales_grecia_ch","¿Qué es y cómo funciona el “corralito” de Grecia?","El Sistema financiero internacional tiene hoy sus ojos puestos en Grecia."
"noticias-america-latina-38447091","Argentina: Cristina Fernández de Kirchner es procesada por segunda vez, ahora por presunta asociación ilícita","La expresidenta de Argentina, Cristina Fernández de Kirchner, fue procesada este jueves por presunta asociación ilícita."
"deportes-48677203","Mundial Femenino de fútbol Francia 2019: lo que los hombres pueden aprender del fútbol de mujeres","¿Es más limpio el juego en el fútbol femenino que en su contraparte masculina?"
"150401_tecnologia_efectividad_mecanismos_bloqueo_celulares_kv","¿Cómo saber si estás usando el mejor sistema de bloqueo para tu celular?","Perder el móvil: un escenario de terror. Contactos telefónicos, información personal, datos de cuentas bancarias si se realizó alguna compra con el dispositivo, acceso directo a la cuenta de Facebook, Twitter, fotos… ¡tantas cosas!"
"noticias-america-latina-44671451","Crisis en Nicaragua: al menos un muerto deja la ""Marcha de las flores"" en Managua","Al menos una persona fue asesinada y otras 11 resultaron heridas este sábado en Managua, capital de Nicaragua, durante la llamada ""Marcha de las flores""."
"noticias-55072769","5 avances médicos descubiertos por accidente (incluido uno sobre la dosis de la vacuna de coronavirus)","Se podría suponer que todos los grandes descubrimientos médicos son el resultado de una acción deliberada por parte de los científicos."
"151201_finlandia_cambio_educacion_ab","¿Por qué Finlandia está cambiando ""el mejor sistema de educación del mundo""?","Finlandia, conocida por contar con uno de los mejores sistemas educativos del mundo, prepara un cambio radical con el que espera mejorar la calidad de sus escuelas: la abolición de las distintas materias."
"130907_ultnot_brasil_protestas_independencia_cch","Brasil termina un día de la independencia en medio de protestas","Una serie de protestas callejeras marcaron este sábado los tradicionales festejos del día de la independencia en Brasil, con heridos y decenas de detenidos en varias ciudades durante la acción policial para dispersar a los manifestantes."
"121003_arboles_amazonia_am","Los árboles que cuentan la historia de la lluvia en la Amazonía","Son como los libros antiguos preciados e invaluables guardados tras vitrinas en museos. Los ""textos sagrados"" que cuentan la historia de la Amazonía son los anillos en los troncos de cedros en territorio boliviano."
"noticias-internacional-42594111","""Es un patriota y un buen hombre"": la inesperada disculpa de Steve Bannon, el exasesor de Donald Trump, por las revelaciones del libro ""Fuego y furia""","""Mi apoyo al presidente y a su agenda se mantiene incólume""."
"140724_tito_andronico_desmayos_ac","La sangrienta obra de Shakespeare que hace desmayar al público","No se puede decir que los espectadores ignoraban dónde se metían. El teatro The Globe de Londres había avisado que la obra que iban a ver, escrita por Shakespeare, era ""grotescamente violenta""."
"160225_economia_universidades_multimillonarios_finde","¿Hay que pasar por la universidad para ser multimillonario?","¿Son los multimillonarios tan buenos con sus exámenes como con sus finanzas?"
"noticias-38265475","“¿Puedo ver tus pensamientos?”: por qué es crucial enseñarle a los niños a hablar de sus sentimientos","Juventud, ¿divino tesoro? Desafortunadamente no para muchos. La salud mental infantil es un área cada vez más preocupante."
"noticias-america-latina-41662348","Qué impacto tendría en América Latina (y no sólo en México) un derrumbe del NAFTA","Una nueva ronda de negociación para revisar el Tratado de Libre Comercio de América del Norte concluyó el martes, sin resultados a la vista y con una pregunta que sobrevuela: ¿qué efectos tendría un derrumbe del acuerdo vigente?"
"noticias-42655776","¿De dónde vienen las misteriosas señales de radio que llegan repetidamente a la Tierra desde el espacio y que se atribuyeron a una civilización extraterrestre?","Un misterio en forma de ondas de radio llega repetidamente a la Tierra desde algún remoto lugar del universo."
"130621_ultnot_eeuu_george_zimmerman_en","EE.UU.: seis mujeres conforman el jurado en caso Trayvon Martin","Un jurado compuesto por seis mujeres fue seleccionado este jueves para el juicio al exvigilante voluntario George Zimmerman, acusado de matar al adolescente negro Trayvon Martin en febrero de 2012."
"noticias-internacional-38411104","El polémico mensaje en el que Donald Trump pide ""fortalecer y expandir"" la capacidad del arsenal nuclear de EE.UU.","""Fortalecer y expandir en gran medida"" la capacidad del arsenal nuclear de EE.UU."
"130626_ciencia_nueva_especie_de_pajaro_en_la_ciudad_ch","Descubren una nueva especie de ave... en la ciudad","La ciencia acaba de sumar una nueva especie de pájaro a su registro. Y esta vez no ha sido necesaria una expedición a la selva o a las montañas, sino sólo afinar el ojo en la ciudad."
"150513_irak_estado_islamico_muerte_al_afri_ig","Irak: el número dos de Estado Islámico ""muere en un bombardeo"" de EE.UU.","El Ministerio de Defensa de Irak dice que el que creen es el segundo líder de más alto rango de Estado Islámico murió en un bombardeo de la coalición liderada por Estados Unidos."
"noticias-internacional-41391469","Por qué Donald Trump incluyó a Corea del Norte en su veto migratorio si muy pocos norcoreanos viajan a Estados Unidos","Son poquísimos. De los 10.381.941 extranjeros que recibieron una visa de no inmigrante para entrar a Estados Unidos en 2016, los procedentes de Corea del Norte apenas fueron 100. Representan el 0,0009%."
"150812_sargazo_caribe_invasion_algas_lp","¿De dónde vienen las algas que están invadiendo el Caribe?","Son de un color marrón parduzco, tienen un olor a huevo podrido que revuelve las tripas y amenazan con arruinar la temporada turística de las playas del Caribe."
"noticias-america-latina-50106503","Culiacán: cómo se vivió el jueves infernal que aterrorizó a la capital de Sinaloa","Ricardo comía con su familia cuando se escuchó un fuerte ruido en la calle, ""como si estuvieran persiguiendo a un auto"", y después el golpe de un impacto."
"noticias-43285108","Guillermo del Toro, Alejandro González Iñárritu y Alfonso Cuarón: cómo ""los tres amigos"" de México hicieron historia en los Oscar","""Soy un inmigrante, como Alfonso, como Alejandro, como mis compadres, como muchos de ustedes""."
"noticias-52592834","Coronavirus: qué tan común es la infección asintomática y otras 4 preguntas clave sobre este fenómeno","El resultado de los análisis de sangre que muestran si un individuo ha estado expuesto al coronavirus está comenzando a ver la luz."
"noticias-49973247","""Joker"": la apasionada defensa de Michael Moore del filme protagonizado por Joaquin Phoenix","Calificada por muchos como problemática por la violencia que muestra y por otros como una película necesaria, todo el mundo parece tener una opinión sobre ""Joker"". Y el cineasta estadounidense Michael Moore ha decidido dar la suya."
"noticias-37333728","La historia detrás de la icónica foto del fin de la Segunda Guerra Mundial contada por una de sus protagonistas","El 14 de Agosto de 1945, Japón se rendía definitivamente y Estados Unidos completo salía a las calles a celebrar el comienzo del fin de la guerra."
"noticias-49414393","Por qué la NASA quiere explorar la luna Europa de Júpiter","La humanidad está un paso más cerca de explorar la luna Europa de Júpiter, considerada como el mejor candidato para encontrar vida extraterrestre."
"noticias-41512080","El desopilante CV de uno de los Nobel de Química que reconoce su dislexia y con el que probablemente nadie más encontraría trabajo","Este miércoles, el biofísico suizo Jacques Dubochet recibió el máximo premio que puede tener un científico: fue galardonado -junto a Joachim Frank y Richard Henderson- con Nobel de Química 2017."
"noticias-41322483","Entrena tu mente con un acertijo: ¿cuál es el número que falta?","¿Te animas con este nuevo desafío matemático? ¡Estimula tu materia gris!"
"130620_brasil_protesta_simbolos","Brasil y Turquía: diferentes protestas con los mismos símbolos","El idioma y el huso horario cambian, pero de Turquía a Brasil, pasando por Bulgaria, los símbolos usados en las protestas cada vez se parecen más."
"deportes-39872448","El sheriff Shaquille O'Neal y las profesiones más inesperadas de deportistas retirados","Estuvo casi 20 años aterrorizando los tableros rivales en la Liga Profesional de Baloncesto en Estados Unidos, pero su temible imagen en la NBA no concuerda con el giró que Shaquille O'Neal le quiere dar a su vida a partir de 2020."
"noticias-41926677","Kevin Spacey será eliminado por completo de ""Todo el dinero del mundo"", la última película ya filmada de Ridley Scott, tras el escándalo de abuso sexual","La última película del director Ridley Scott, ""All the Money in the World"" (""Todo el dinero del mundo""), protagonizada por Kevin Spacey, ya estaba terminada e iba a ser estrenada en diciembre."
"noticias-48135387","Cómo la tecnología está logrando generar un acercamiento entre israelíes y palestinos","Jóvenes israelíes y palestinos están trabajando juntos, aprendiendo nuevas habilidades y participando en diálogos para resolver conflictos gracias una serie de agrupaciones de nuevas tecnologías en esta problemática región del mundo. ¿Pero puede realmente la tecnología hacer una diferencia?"
"140521_ultnot_bachelet_cuenta_publica_valparaiso_irm","Chile: Bachelet rinde cuentas en su primer mensaje ante el Congreso","La presidenta de Chile, Michelle Bachelet, se dirigió este miércoles al Congreso Nacional en la primera rendición de cuentas públicas de su segundo mandato."
"noticias-36612298","El insólito día en que el Fondo Monetario Internacional criticó el neoliberalismo","Vivir para ver. Eso habrán exclamado, incrédulos, muchos críticos del Fondo Monetario Internacional (FMI) cuando leyeron hace un par de semanas un texto publicado en la página web de la entidad."
"150803_eeuu_obama_plan_emisiones_carbono_ep","Cambio climático: Obama y su ""ambicioso"" plan contra las emisiones de CO2","Con un ambicioso plan para reducir las emisiones de carbono de las centrales eléctricas de todo el país, el presidente Barack Obama quiere que Estados Unidos haga su parte para aminorar su contribución al cambio climático."
"noticias-internacional-38387616","Por qué opositores a las armas ahora han comenzado a comprar armamento en EE.UU.","Los compradores de armas normalmente están asociados a la derecha política de Estados Unidos."
"vert-fut-37144606","Las sorprendentes ventajas de ser un cascarrabias","En el escenario es un adorable príncipe encantador de melena despeinada."
"noticias-internacional-48574370","Protestas en Hong Kong: las multitudinarias manifestaciones contra China por una polémica ley de extradición","Cientos de miles de personas protestaron este domingo en Hong Kong contra una legislación que, según sus críticos, podría ser utilizada por China contra los opositores políticos de Pekín en ese territorio."
"150210_ultnot_walid_makled_condena_ac","Venezuela: tribunal condena a 14 años a Walid Makled por narcotráfico","Un tribunal de Caracas condenó a 14 años de cárcel a Walid Makled por delitos de narcotráfico y blanqueo de capitales."
"noticias-america-latina-42953858","La carta enviada al papa Francisco por una víctima de abusos en la que denunciaba el supuesto encubrimiento del obispo Juan Barros en el caso Karadima","""Santo Padre, me animé a escribirle esta carta porque estoy cansado de pelear, llorar y sufrir""."
"151229_corea_norte_red_star_sistema_operativo_espia_ab","Red Star: cómo funciona el sofisticado sistema operativo espía de Corea del Norte","El primer análisis en profundidad del sistema operativo utilizado por las computadoras en Corea del Norte revela la existencia de herramientas de espionaje capaces de hacer seguimiento incluso a los documentos ejecutados cuando el aparato no está en línea."
"noticias-40598562","Jakob Fugger, ""el hombre más rico de la historia"", del que quizás nunca escuchaste hablar","Si viviera hoy, Jakob Fugger (1459-1525) sería más rico que Bill Gates, Warren Buffet, Carlos Slim y Mark Zuckerberg combinados."
"140917_economia_mejores_universidades_finde_yv","¿Qué necesita una universidad para estar entre las 10 mejores?","Hoy por hoy, ningún sitio web universitario que se respete está completo sin una frase que diga que la institución pertenece a las ""mejores 100"" de esto o aquello."
"151207_analisis_venezuela_oposicion_elecciones_parlamentarias_amv","Qué cambios puede impulsar la oposición de Venezuela con su victoria parlamentaria","Lágrimas, pólvora y abrazos: así celebraron las decenas de caraqueños que llegaron a la sede de la campaña de la oposición horas después del tardío anuncio de los resultados de las parlamentarias."
"noticias-38718677","El tiburón hembra que logró reproducirse asexualmente años después de que la separaran de su pareja","Por primera vez un tiburón leopardo hembra logró reproducirse asexualmente en un acuario de Australia, años después de haber sido separado de su pareja."
"noticias-45222325","Qué es el deseo sexual hipoactivo y qué se puede hacer para tratarlo","El Trastorno del deseo sexual hipoactivo (TDSH) consiste, básicamente, en la falta persistente de interés por realizar ningún tipo de actividad sexual."
"noticias-53562563","No racista o antirracista: la crucial diferencia de posturas ante la discriminación racial","Ser una persona no racista y ser antirracista pueden parecer dos cosas aceptables para la mayoría, pero hay una gran diferencia entre ambas actitudes."
"noticias-43046513","“No pude llorar la muerte de mi abuela porque tenía la menstruación”","Aunque el tema de la menstruación sigue siendo un asunto delicado en muchas familias indias, nunca había sido un tabú en la mía... hasta que una emotiva reunión familiar reveló una división generacional."
"noticias-49096106","Por qué zumban los mosquitos y por qué te pican a ti","Llega el verano, llegan los mosquitos. Nada arruina tanto una perfecta velada como su zumbido, que advierte de que su dueño anda en busca de comida caliente. Hay más de 3.000 especies de estos insectos en todo el mundo, suficientes como para estropearnos la noche estemos donde estemos."
"noticias-america-latina-56610592","Crisis en Venezuela | ""Me dan un billete de US$20 por 18 billetes de US$1"": los problemas de encontrar cambio en dólares","Cada mañana, Carlos Ramos sale de casa con un mismo objetivo: conseguir billetes de un dólar."
"noticias-37099054","Cuándo (o por qué) te empezó a gustar la comida que te gusta","Mientras estabas en el vientre, recibiste un bombardeo de sabores de los alimentos que tu mamá comió."
"noticias-america-latina-44036419","Nicaragua: las simbólicas protestas contra Daniel Ortega en Niquinohomo, el pueblo natal de Sandino (y bastión histórico del sandinismo)","Puede que Niquinohomo tenga nada más 8.000 habitantes, pero que este pequeño poblado del suroeste de Nicaragua haya sido escenario de nuevas protestas en contra del gobierno de Daniel Ortega parece especialmente significativo."
"141020_deportes_videojuegos_league_legends_seul_esports_jmp","Locura, pasión y dinero, el fanatismo por la Liga de las Leyendas","Tuvo todo el ambiente y furor de una final: 40.000 aficionados exaltados, superestrellas jóvenes y un premio de US$1 millón para el ganador."
"noticias-internacional-40367876","""Nadie quiere ser rey o reina"": las declaraciones del príncipe Harry que causan asombro en Reino Unido","Nadie en la familia real británica desea ocupar el trono, según el príncipe Harry, quinto en la línea sucesoria al trono británico."
"130129_salud_homosexual_salir_closet_gtg","Asumir públicamente la homosexualidad es bueno para la salud","Los gay, Lesbianas y bisexuales que ya ""salieron del armario"" tienen menos niveles de cortisol y síntomas de ansiedad, depresión y agotamiento que aquellos que mantienen sus preferencias sexuales en secreto, e incluso son menores que en los heterosexuales."
"141002_mexico_nuevos_jefes_narcotrafico_an","Los ""narcojuniors"", el relevo generacional de los carteles mexicanos","Tras la captura de Héctor Beltrán Leyva empieza a modificarse de nuevo el escenario del tráfico de drogas en México, pues sólo dos de los viejos líderes de carteles siguen activos."
